ATAC,Human,nemo-tmp-nfb6uxq-atx-16082,JobIdGAF47VFS,2309_A05
ATAC,Macaque,nemo-tmp-n3x2fu5-atx-16042,JobIdAFFNME7F,2077_A02
GEX,Macaque,nemo-tmp-8yehpfy-mtx-12042,JobIdAFFNME7F,2077_A02
GEX,Macaque,nemo-tmp-32y3dpt-mtx-2080_240930,0,1224_A04
GEX,Macaque,nemo-tmp-32y3dpt-mtx-2080_240930,0,1222_A02
ATAC,Human,nemo-tmp-p5566zg-atx-16076,JobId03PZI0U4,2305_E01
GEX,Human,nemo-tmp-b3zzxsa-mtx-12076,JobId03PZI0U4,2305_E01
GEX,Human,nemo-tmp-n87bfqz-mtx-22008,JobId0PFK7T1M,2453_A02
ATAC,Human,nemo-tmp-gtboafk-atx-26008,JobId0PFK7T1M,2453_A02
GEX,Macaque,nemo-tmp-nac32w5-mtx-2063_240930,JobId1665V4S5,1106_A04
ATAC,Macaque,nemo-tmp-79ne8bf-atx-571_240930,JobId1665V4S5,1106_A04
ATAC,Human,nemo-tmp-usju7qe-atx-16080,JobId16K3IGUS,2326_E01
GEX,Human,nemo-tmp-utjmoiq-mtx-12080,JobId16K3IGUS,2326_E01
ATAC,Human,nemo-tmp-v88z7fi-atx-530_240930,JobId18ECBHMQ,822_B01
GEX,Human,nemo-tmp-c57hz4g-mtx-2024_240930,JobId18ECBHMQ,822_B01
ATAC,Macaque,nemo-tmp-hgdeg8j-atx-551_240930,JobId1BEWIUAL,980_A02
GEX,Macaque,nemo-tmp-xkcxbnt-mtx-2044_240930,JobId1BEWIUAL,980_A02
ATAC,Macaque,nemo-tmp-ferepkk-atx-16029,JobId1E7CW5DS,2019_C02
GEX,Macaque,nemo-tmp-tkwnwbm-mtx-12029,JobId1E7CW5DS,2019_C02
ATAC,Human,nemo-tmp-mu6mrbc-atx-26003,JobId1FKLS0JI,2372_B04
GEX,Human,nemo-tmp-vnompii-mtx-22003,JobId1FKLS0JI,2372_B04
ATAC,Macaque,nemo-tmp-ihadgw2-atx-541_240930,JobId1HEY05KO,911_E03
GEX,Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,JobId1HEY05KO,911_E03
ATAC,Macaque,nemo-tmp-rsuhwqf-atx-531_240930,JobId1HG7UKYX,810_D02
GEX,Macaque,nemo-tmp-vtaprk9-mtx-2025_240930,JobId1HG7UKYX,810_D02
GEX,Human,nemo-tmp-j6wixbd-mtx-12028,JobId1JBYTQ2P,2013_C01
ATAC,Human,nemo-tmp-re9k4ha-atx-16028,JobId1JBYTQ2P,2013_C01
ATAC,Human,nemo-tmp-wcsvnzo-atx-26010,JobId1JQHFMU5,2471_A04
GEX,Human,nemo-tmp-mxhwwck-mtx-22010,JobId1JQHFMU5,2471_A04
GEX,Human,nemo-tmp-quqh6hx-mtx-22005,JobId1NRF2EBN,2414_A01
ATAC,Human,nemo-tmp-od645vk-atx-26005,JobId1NRF2EBN,2414_A01
ATAC,Human,nemo-tmp-ferepkk-atx-16029,JobId28CFPAJA,2018_D01
GEX,Human,nemo-tmp-tkwnwbm-mtx-12029,JobId28CFPAJA,2018_D01
ATAC,Macaque,nemo-tmp-9ufs6jm-atx-554_240930,JobId29QJBDTL,1001_C06
GEX,Macaque,nemo-tmp-cv9r4dg-mtx-2046_240930,JobId29QJBDTL,1001_C06
ATAC,Human,nemo-tmp-hdudcqi-atx-552_240930,JobId2GE73G25,988_C05
GEX,Human,nemo-tmp-vjcw3c2-mtx-2043_240930,JobId2GE73G25,988_C05
ATAC,Macaque,nemo-tmp-ow8rtj6-atx-542_240930,JobId2HBEIFJX,919_A06
GEX,Macaque,nemo-tmp-48jb983-mtx-2035_240930,JobId2HBEIFJX,919_A06
ATAC,Macaque,nemo-tmp-c3mporv-atx-16049,JobId2MGJS2AQ,2108_C07
GEX,Macaque,nemo-tmp-4pdng8t-mtx-12049,JobId2MGJS2AQ,2108_C07
ATAC,Human,nemo-tmp-3eenvgh-atx-16073,JobId2QYCW4L0,2289_D04
GEX,Human,nemo-tmp-mbv9sea-mtx-12073,JobId2QYCW4L0,2289_D04
ATAC,Human,nemo-tmp-3rgysjs-atx-16067,JobId2SVSGNPQ,2253_B01
GEX,Human,nemo-tmp-z7a5jdb-mtx-12067,JobId2SVSGNPQ,2253_B01
ATAC,Macaque,nemo-tmp-ihadgw2-atx-541_240930,JobId306UWNW6,911_C03
GEX,Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,JobId306UWNW6,911_C03
GEX,Human,nemo-tmp-oed9eaj-mtx-22002,JobId3KYUG6RA,2362_A05
ATAC,Human,nemo-tmp-qa62kgx-atx-26002,JobId3KYUG6RA,2362_A05
GEX,Human,nemo-tmp-c7pisg4-mtx-22009,JobId3L60NDJF,2459_B05
ATAC,Human,nemo-tmp-hfddook-atx-26009,JobId3L60NDJF,2459_B05
ATAC,Macaque,nemo-tmp-fsbsdm2-atx-547_240930,JobId3T5MWCF7,948_D03
GEX,Macaque,nemo-tmp-u9bhy9z-mtx-2040_240930,JobId3T5MWCF7,948_D03
GEX,Human,nemo-tmp-tkinxuj-mtx-22014,JobId3TNFFZN1,2530_C02
ATAC,Human,nemo-tmp-ja6zqeh-atx-26014,JobId3TNFFZN1,2530_C02
GEX,Human,nemo-tmp-oed9eaj-mtx-22002,JobId3XA7U7JQ,2355_C02
ATAC,Human,nemo-tmp-qa62kgx-atx-26002,JobId3XA7U7JQ,2355_C02
ATAC,Human,nemo-tmp-wcsvnzo-atx-26010,JobId3XDUIIGH,2468_F02
GEX,Human,nemo-tmp-mxhwwck-mtx-22010,JobId3XDUIIGH,2468_F02
GEX,Human,nemo-tmp-hcv77z4-mtx-12022,JobId42ZTYQUK,1959_C02
ATAC,Human,nemo-tmp-mcoddzo-atx-16022,JobId42ZTYQUK,1959_C02
GEX,Human,nemo-tmp-jt7ufhj-mtx-12069,JobId43VFBG3H,2263_C01
ATAC,Human,nemo-tmp-fxm4kk7-atx-16069,JobId43VFBG3H,2263_C01
ATAC,Human,nemo-tmp-cfekzf5-atx-16037,JobId4F9CQAIK,2058_C03
GEX,Human,nemo-tmp-7evdms4-mtx-12037,JobId4F9CQAIK,2058_C03
GEX,Human,nemo-tmp-fajoicx-mtx-12082,JobId4G59CH2U,2344_A05
ATAC,Human,nemo-tmp-nfb6uxq-atx-16082,JobId4G59CH2U,2344_A05
GEX,Macaque,nemo-tmp-s5iqo4t-mtx-12048,JobId4PMZYVH5,2103_E02
ATAC,Macaque,nemo-tmp-b5f5kga-atx-16048,JobId4PMZYVH5,2103_E02
GEX,Macaque,nemo-tmp-564pw5k-mtx-12030,JobId4SIKZIPJ,2026_B08
ATAC,Macaque,nemo-tmp-awo2s6x-atx-16030,JobId4SIKZIPJ,2026_B08
GEX,Macaque,nemo-tmp-gsmddiz-mtx-2038_240930,JobId4ZSTWG6Y,936_A03
ATAC,Macaque,nemo-tmp-484nrzt-atx-546_240930,JobId4ZSTWG6Y,936_A03
GEX,Macaque,nemo-tmp-i765csf-mtx-2056_240930,JobId519HYIXA,1061_A04
ATAC,Macaque,nemo-tmp-cpct4fm-atx-564_240930,JobId519HYIXA,1061_A04
ATAC,Human,nemo-tmp-7wc6a54-atx-16068,JobId59HMUBEA,2256_C03
GEX,Human,nemo-tmp-sjdgvv3-mtx-12068,JobId59HMUBEA,2256_C03
GEX,Human,nemo-tmp-co35qvj-mtx-12077,JobId5ACYB940,2306_C02
ATAC,Human,nemo-tmp-aq6vwpp-atx-16077,JobId5ACYB940,2306_C02
ATAC,Macaque,nemo-tmp-pc87oku-atx-16041,JobId5CLBYIGW,2074_A09
GEX,Macaque,nemo-tmp-hxt8y9j-mtx-12041,JobId5CLBYIGW,2074_A09
ATAC,Macaque,nemo-tmp-hdudcqi-atx-552_240930,JobId5J8PEPTE,988_A05
GEX,Macaque,nemo-tmp-vjcw3c2-mtx-2043_240930,JobId5J8PEPTE,988_A05
ATAC,Human,nemo-tmp-9ufs6jm-atx-554_240930,JobId5KFIAORK,1001_B06
GEX,Human,nemo-tmp-cv9r4dg-mtx-2046_240930,JobId5KFIAORK,1001_B06
ATAC,Human,nemo-tmp-sma7h7y-atx-16075,JobId5MRYOHHC,2295_C02
GEX,Human,nemo-tmp-txbizv9-mtx-12075,JobId5MRYOHHC,2295_C02
ATAC,Human,nemo-tmp-mu6mrbc-atx-26003,JobId5S80KNRN,2372_A04
GEX,Human,nemo-tmp-vnompii-mtx-22003,JobId5S80KNRN,2372_A04
ATAC,Human,nemo-tmp-cg4rszm-atx-544_240930,JobId5TBAA3VJ,930_F05
GEX,Human,nemo-tmp-vizdo6g-mtx-2037_240930,JobId5TBAA3VJ,930_F05
ATAC,Human,nemo-tmp-78ftm8n-atx-16065,JobId63Y75F4S,2235_F03
GEX,Human,nemo-tmp-edrop6p-mtx-12065,JobId63Y75F4S,2235_F03
ATAC,Macaque,nemo-tmp-f7p3sez-atx-524_240930,JobId659PQVCD,774_A06
GEX,Macaque,nemo-tmp-s8rbsyn-mtx-2019_240930,JobId659PQVCD,774_A06
ATAC,Human,nemo-tmp-ferepkk-atx-16029,JobId65W0JQB6,2016_B03
GEX,Human,nemo-tmp-tkwnwbm-mtx-12029,JobId65W0JQB6,2016_B03
GEX,Human,nemo-tmp-fajoicx-mtx-12082,JobId67VOBN8H,2349_A08
ATAC,Human,nemo-tmp-nfb6uxq-atx-16082,JobId67VOBN8H,2349_A08
ATAC,Human,nemo-tmp-i69ivet-atx-596_240930,JobId6A4K3V14,1279_B07
GEX,Human,nemo-tmp-kdpai5e-mtx-2088_240930,JobId6A4K3V14,1279_B07
GEX,Human,nemo-tmp-tkinxuj-mtx-22014,JobId6F8VQBJF,2526_F01
ATAC,Human,nemo-tmp-ja6zqeh-atx-26014,JobId6F8VQBJF,2526_F01
GEX,Human,nemo-tmp-ftcjytu-mtx-12063,JobId6G2QEKHN,2229_B06
ATAC,Human,nemo-tmp-oh8hzcv-atx-16063,JobId6G2QEKHN,2229_B06
GEX,Human,nemo-tmp-oed9eaj-mtx-22002,JobId6IJTLEOU,2355_A02
ATAC,Human,nemo-tmp-qa62kgx-atx-26002,JobId6IJTLEOU,2355_A02
ATAC,Macaque,nemo-tmp-bs2qxz6-atx-549_240930,JobId6K9SHD3U,954_C06
GEX,Macaque,nemo-tmp-rihkizf-mtx-2041_240930,JobId6K9SHD3U,954_C06
ATAC,Macaque,nemo-tmp-scuopms-atx-548_240930,JobId6TDJ7LXC,948_C03
GEX,Macaque,nemo-tmp-u9bhy9z-mtx-2040_240930,JobId6TDJ7LXC,948_C03
GEX,Human,nemo-tmp-b45iqgv-mtx-22011,JobId6W69YQNY,2479_A08
ATAC,Human,nemo-tmp-urxz6uq-atx-26011,JobId6W69YQNY,2479_A08
GEX,Macaque,nemo-tmp-gsmddiz-mtx-2038_240930,JobId6ZTI0UZO,936_D03
ATAC,Macaque,nemo-tmp-484nrzt-atx-546_240930,JobId6ZTI0UZO,936_D03
ATAC,Human,nemo-tmp-p5566zg-atx-16076,JobId73DL51LX,2306_B02
GEX,Human,nemo-tmp-b3zzxsa-mtx-12076,JobId73DL51LX,2306_B02
ATAC,Human,nemo-tmp-ferepkk-atx-16029,JobId7IAGY56X,2018_E01
GEX,Human,nemo-tmp-tkwnwbm-mtx-12029,JobId7IAGY56X,2018_E01
ATAC,Human,nemo-tmp-t3evm2x-atx-26015,JobId7JXECX1F,2540_A02
GEX,Human,nemo-tmp-vix475k-mtx-22015,JobId7JXECX1F,2540_A02
GEX,Human,nemo-tmp-j6wixbd-mtx-12028,JobId7M78NWTB,2016_A03
ATAC,Human,nemo-tmp-re9k4ha-atx-16028,JobId7M78NWTB,2016_A03
ATAC,Macaque,nemo-tmp-ferepkk-atx-16029,JobId7N4H8JL2,2021_C04
GEX,Macaque,nemo-tmp-tkwnwbm-mtx-12029,JobId7N4H8JL2,2021_C04
ATAC,Macaque,nemo-tmp-ihadgw2-atx-541_240930,JobId7P8H067N,911_A03
GEX,Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,JobId7P8H067N,911_A03
GEX,Human,nemo-tmp-oed9eaj-mtx-22002,JobId8DJ22W87,2357_A03
ATAC,Human,nemo-tmp-qa62kgx-atx-26002,JobId8DJ22W87,2357_A03
GEX,Human,nemo-tmp-oed9eaj-mtx-22002,JobId8FWFQ5DX,2349_B08
ATAC,Human,nemo-tmp-qa62kgx-atx-26002,JobId8FWFQ5DX,2349_B08
ATAC,Macaque,nemo-tmp-fsbsdm2-atx-547_240930,JobId8LEIT78Y,954_A06
GEX,Macaque,nemo-tmp-u9bhy9z-mtx-2040_240930,JobId8LEIT78Y,954_A06
GEX,Human,nemo-tmp-hcv77z4-mtx-12022,JobId8LW4VPUZ,1959_A02
ATAC,Human,nemo-tmp-mcoddzo-atx-16022,JobId8LW4VPUZ,1959_A02
ATAC,Human,nemo-tmp-wcsvnzo-atx-26010,JobId8TKH52QT,2474_B05
GEX,Human,nemo-tmp-mxhwwck-mtx-22010,JobId8TKH52QT,2474_B05
ATAC,Human,nemo-tmp-sma7h7y-atx-16075,JobId8UF6POSW,2295_D02
GEX,Human,nemo-tmp-txbizv9-mtx-12075,JobId8UF6POSW,2295_D02
GEX,Human,nemo-tmp-yv48pvr-mtx-12071,JobId93TOBXTT,2278_A05
ATAC,Human,nemo-tmp-ubd74pb-atx-16071,JobId93TOBXTT,2278_A05
ATAC,Macaque,nemo-tmp-hgdeg8j-atx-551_240930,JobId93VK1LZZ,980_B02
GEX,Macaque,nemo-tmp-xkcxbnt-mtx-2044_240930,JobId93VK1LZZ,980_B02
GEX,Macaque,nemo-tmp-564pw5k-mtx-12030,JobId93Y3PUM5,2028_A01
ATAC,Macaque,nemo-tmp-awo2s6x-atx-16030,JobId93Y3PUM5,2028_A01
GEX,Human,nemo-tmp-rcr7ow9-mtx-2027_240930,JobId95CSEPCW,847_D04
ATAC,Human,nemo-tmp-dof8dj2-atx-532_240930,JobId95CSEPCW,847_D04
GEX,Macaque,nemo-ingestqa-q9um3kw,JobId95PDIEGE,1750_A01
ATAC,Macaque,nemo-tmp-c2zyie7-atx-16002,JobId95PDIEGE,1750_A01
ATAC,Human,nemo-tmp-3rgysjs-atx-16067,JobId9GL8XLCT,2245_B02
GEX,Human,nemo-tmp-z7a5jdb-mtx-12067,JobId9GL8XLCT,2245_B02
GEX,Human,nemo-tmp-fajoicx-mtx-12082,JobId9NWK6EAW,2346_B06
ATAC,Human,nemo-tmp-nfb6uxq-atx-16082,JobId9NWK6EAW,2346_B06
ATAC,Human,nemo-tmp-t4o8gu2-atx-560_240930,JobId9SWUN5MN,1042_C06
GEX,Human,nemo-tmp-grjkufn-mtx-2052_240930,JobId9SWUN5MN,1042_C06
ATAC,Human,nemo-tmp-mu6mrbc-atx-26003,JobIdA5XX3R5N,2370_B03
GEX,Human,nemo-tmp-vnompii-mtx-22003,JobIdA5XX3R5N,2370_B03
ATAC,Human,nemo-tmp-ux54bh5-atx-619_240930,JobIdA60QEFOP,1468_A09
GEX,Human,nemo-tmp-2krm8xz-mtx-2111_240930,JobIdA60QEFOP,1468_A09
ATAC,Human,nemo-tmp-sq9iabi-atx-26013,JobIdA7KXH3P6,2511_A02
GEX,Human,nemo-tmp-jvqgwe3-mtx-22013,JobIdA7KXH3P6,2511_A02
ATAC,Human,nemo-tmp-3eenvgh-atx-16073,JobIdAC76D0NA,2289_E04
GEX,Human,nemo-tmp-mbv9sea-mtx-12073,JobIdAC76D0NA,2289_E04
ATAC,Macaque,nemo-tmp-g86d92s-atx-644,JobIdAOLEM2EG,1711_B03
GEX,Macaque,nemo-tmp-ocf8xzg-mtx-2136,JobIdAOLEM2EG,1711_B03
GEX,Macaque,nemo-ingestqa-q9um3kw,JobIdAQ4MLQ3S,1750_B01
ATAC,Macaque,nemo-tmp-c2zyie7-atx-16002,JobIdAQ4MLQ3S,1750_B01
ATAC,Macaque,nemo-tmp-scuopms-atx-548_240930,JobIdAR5NXD2Y,942_B05
GEX,Macaque,nemo-tmp-zzhofih-mtx-2039_240930,JobIdAR5NXD2Y,942_B05
ATAC,Human,nemo-tmp-hgdeg8j-atx-551_240930,JobIdAUJK40C1,980_C02
GEX,Human,nemo-tmp-xkcxbnt-mtx-2044_240930,JobIdAUJK40C1,980_C02
ATAC,Human,nemo-tmp-eyyykmn-atx-621_240930,JobIdAZL9T1IT,1477_A07
GEX,Human,nemo-tmp-imzpw9a-mtx-2113_240930,JobIdAZL9T1IT,1477_A07
GEX,Human,nemo-tmp-ktjxwkg-mtx-2028_240930,JobIdB2AZVI3E,858_D03
ATAC,Human,nemo-tmp-gscve9p-atx-533_240930,JobIdB2AZVI3E,858_D03
ATAC,Human,nemo-tmp-wcsvnzo-atx-26010,JobIdB783T78O,2471_B04
GEX,Human,nemo-tmp-mxhwwck-mtx-22010,JobIdB783T78O,2471_B04
ATAC,Macaque,nemo-tmp-n3x2fu5-atx-16042,JobIdBCMY7EYW,2077_E02
GEX,Macaque,nemo-tmp-8yehpfy-mtx-12042,JobIdBCMY7EYW,2077_E02
ATAC,Human,nemo-tmp-p5566zg-atx-16076,JobIdBD4EF50V,2305_A01
GEX,Human,nemo-tmp-b3zzxsa-mtx-12076,JobIdBD4EF50V,2305_A01
ATAC,Macaque,nemo-tmp-mzqn2vy-atx-527_240930,JobIdBGUKR6AV,795.1_A06
GEX,Macaque,nemo-tmp-72uuq2d-mtx-2022_240930,JobIdBGUKR6AV,795.1_A06
GEX,Human,nemo-tmp-j6wixbd-mtx-12028,JobIdBKVQ2MBS,2018_B01
ATAC,Human,nemo-tmp-re9k4ha-atx-16028,JobIdBKVQ2MBS,2018_B01
GEX,Human,nemo-tmp-tkinxuj-mtx-22014,JobIdBOOFOP2I,2513_C04
ATAC,Human,nemo-tmp-ja6zqeh-atx-26014,JobIdBOOFOP2I,2513_C04
ATAC,Human,nemo-tmp-cfekzf5-atx-16037,JobIdBS37W34N,2058_B03
GEX,Human,nemo-tmp-7evdms4-mtx-12037,JobIdBS37W34N,2058_B03
GEX,Human,nemo-tmp-jfxtjf7-mtx-22012,JobIdBSMTD5N4,2495_A08
ATAC,Human,nemo-tmp-ahdpd8f-atx-26012,JobIdBSMTD5N4,2495_A08
ATAC,Human,nemo-tmp-vd9om9p-atx-16064,JobIdC189Y5R9,2233_B02
GEX,Human,nemo-tmp-na5guth-mtx-12064,JobIdC189Y5R9,2233_B02
ATAC,Human,nemo-tmp-wcsvnzo-atx-26010,JobIdCG76UC2J,2468_D02
GEX,Human,nemo-tmp-mxhwwck-mtx-22010,JobIdCG76UC2J,2468_D02
GEX,Human,nemo-tmp-n87bfqz-mtx-22008,JobIdCQZJ5L9O,2448_A07
